user,identity,review_num,star,Date,comments
Steven Geinitz,Local Guide,34,4,2 months ago,
Gary Stewart,Local Guide,28,5,2 years ago,
Jose Pablo Valle (JP),Local Guide,2,5,2 years ago,
Linda Quindt,Local Guide,1,5,3 months ago,
Chuck Madeksiak,Local Guide,134,3,3 years ago,
Bobby Stevens,Local Guide,8,5,a year ago,
Sirka Hennig,Local Guide,1,4,4 years ago,
Liang Jin,Local Guide,28,4,2 years ago,
Jinesh Jayakumar,Local Guide,11,3,2 years ago,
Robin Holt,Local Guide,20,5,2 months ago,
Melody Heald,Local Guide,59,4,2 years ago,
Lourdes Mauleon,Local Guide,2,5,2 years ago,
bob miller,Local Guide,2,2,3 years ago,
Christian Que,Local Guide,68,5,3 years ago,
Philip Lord,Local Guide,,5,2 years ago,
Kim Panza,Local Guide,143,4,3 years ago,
Jose Navarro,,,5,a year ago,
Ronnie Mitchell,Local Guide,4,3,2 years ago,
Robert haimsohn,Local Guide,18,4,3 years ago,
Edith Romero,Local Guide,1,3,3 years ago,
Nina Ward,Local Guide,2,5,2 years ago,
Tareef Faheem,,,5,3 years ago,
Jason Lat (JLat),Local Guide,37,5,3 years ago,
Alexandre Robert,Local Guide,44,4,2 years ago,
Sharon Orr,Local Guide,11,5,a month ago,
Susan Pathiakis,Local Guide,1,5,2 years ago,
Billy Harris,Local Guide,12,1,2 years ago,
Seema Lunawat,Local Guide,6,3,4 years ago,
Deb Bradley,Local Guide,41,5,3 years ago,
Dale Genschaw,Local Guide,1,5,9 months ago,
Erik Mayhew,Local Guide,37,5,a year ago,
Owns Won,Local Guide,12,5,2 years ago,
Mary Faith,Local Guide,101,5,2 months ago,
Gustavo Meneses,Local Guide,61,5,8 hours ago,
Claire Spaun,Local Guide,23,4,a year ago,
Suzanne Higbee,Local Guide,91,5,4 years ago,
Bhavya Muruganand,Local Guide,88,4,2 years ago,
Robert Filipp,Local Guide,2,5,3 years ago,
Barbara Kading,,,5,2 years ago,
Sven Bilke,Local Guide,66,3,4 years ago,
Suhrid Bhatt,Local Guide,3,4,3 years ago,
Chinmay Dhodapkar,Local Guide,6,4,3 years ago,
arturo yoshimoto,Local Guide,20,1,2 years ago,
Fernando Arturo Esparza Meza,Local Guide,8,5,a month ago,
dronamraju srinivas,Local Guide,2,4,2 years ago,
John Russell,Local Guide,44,5,2 years ago,
Charlie Holladay,,,5,a year ago,
scott chambless,Local Guide,1,5,a year ago,
miriam rodriguez,Local Guide,2,5,a year ago,
Chris,Local Guide,137,5,4 years ago,
John Patterson,Local Guide,3,4,3 years ago,
Stone,Local Guide,24,4,2 years ago,
Scott M. Baron,Local Guide,25,3,3 years ago,
Bas Baaten,Local Guide,5,3,a year ago,
Umesh Kapadi,Local Guide,10,5,a year ago,
GuyFromTheInternet,Local Guide,28,5,3 months ago,
Jabari Williams,Local Guide,50,5,2 years ago,
Sumanth.S s,Local Guide,35,4,4 years ago,
AMBB,Local Guide,1,4,2 years ago,
Seth Brown,Local Guide,46,4,3 years ago,
Antonio Aguiar,Local Guide,16,4,2 years ago,
Jeffrey Strauss,Local Guide,6,4,4 years ago,
Jackie Hopper,Local Guide,19,4,3 years ago,
B Tucker,Local Guide,3,4,2 years ago,
Abhilash Kumar,Local Guide,5,5,2 years ago,
Robert Haimsohn,Local Guide,93,4,2 years ago,
Alberto Avila,Local Guide,6,4,3 years ago,
Kelly Shortreed,Local Guide,49,4,3 years ago,
Bharath Pothula,Local Guide,4,4,3 years ago,
Mauricio Rivero,Local Guide,2,4,3 years ago,
Nancy Le Alcala,Local Guide,15,4,2 years ago,
Sayantan Guha,,,5,3 years ago,
Byron Espinoza,Local Guide,10,4,2 years ago,
Aryav Agarwal,Local Guide,2,3,3 years ago,
Sumukh Shevde,Local Guide,80,5,2 years ago,
Omkar Nageshkar,,,5,3 years ago,
Tatiana Arkhipov,Local Guide,23,4,3 years ago,
Carissa Bevins,Local Guide,3,2,2 months ago,
Marty Lotzof,,,5,3 years ago,
Jeff Dumrauf,Local Guide,2,5,3 years ago,
Chantale,Local Guide,41,5,2 years ago,
Sophie Rubenstein,,,5,2 years ago,
Travis Davignon,Local Guide,9,5,2 years ago,
Jerry Dai,Local Guide,6,5,a year ago,
Anton Nigel Miranda,Local Guide,62,5,a year ago,
Chih-Wei Hsu,Local Guide,1,1,3 years ago,
XY,,,5,2 years ago,
syed hussain,Local Guide,2,5,a year ago,
John Smith,Local Guide,39,4,3 years ago,
Jason Lundy,Local Guide,59,3,3 years ago,
John Taylor,Local Guide,1,5,a year ago,
Sonia Mora,Local Guide,35,5,a year ago,
Connie Cruz,Local Guide,1,4,2 years ago,
Kavinkadhirselvan Angappan,Local Guide,2,3,3 years ago,
Marisol Salamanca,Local Guide,6,4,3 years ago,
Walter Skrzynski,Local Guide,4,5,3 years ago,
Amanda Baker Wilmsmeyer,Local Guide,1,5,4 years ago,
Rich Keeling,Local Guide,2,5,2 years ago,
Mary Hardy,Local Guide,3,4,a year ago,
Sabrina,Local Guide,8,5,2 years ago,
Paul Escola,Local Guide,53,4,3 years ago,
Duncan Steadman,Local Guide,57,3,4 years ago,
Mihir Ganu,Local Guide,30,5,2 years ago,
Andrea Brady,Local Guide,10,5,11 hours ago,
Christine Kuhns,Local Guide,6,4,3 years ago,
Nilesh Palarpwar,,,2,a year ago,
Deepu John,Local Guide,62,4,3 years ago,
Neha Dubey,Local Guide,1,5,2 years ago,
A.Z.G,Local Guide,9,5,11 months ago,
Xinyue Shan,,,5,2 years ago,
Hamza Agharbi,Local Guide,96,4,a year ago,
EZyou,,,5,2 years ago,
Tauseef Kazi,Local Guide,161,4,a year ago,
꧁Mrs. M꧂,Local Guide,98,5,2 years ago,
Anu Rajasekaran,Local Guide,17,5,2 years ago,
Richard Doggins,Local Guide,55,5,2 months ago,
Jorge Mareyna,Local Guide,31,3,2 years ago,
Soohwan Oh,Local Guide,34,4,2 years ago,
",Grace Dickson",,,4,9 months ago,
Spiros Pylarinos,Local Guide,9,5,a year ago,
No Name,,,4,3 years ago,
Saad Bourachi,Local Guide,4,4,a year ago,
duh sung,,,1,a month ago,
Brent Haws,Local Guide,21,4,3 years ago,
Todd Tobias,Local Guide,54,4,3 years ago,
HonuReef,Local Guide,55,4,a year ago,
Saad Durrani,Local Guide,2,5,3 months ago,
John D,Local Guide,16,3,2 years ago,
Chris Filio,Local Guide,70,5,3 years ago,
Ryan Bray,Local Guide,14,5,3 years ago,
Chris Schnaubelt,Local Guide,98,4,14 years ago,
Stefy Morales,Local Guide,5,5,a year ago,
Davis Akasaki,Local Guide,2,5,a year ago,
Jim Durst,Local Guide,4,5,3 years ago,
Iván Saucedo,Local Guide,2,4,4 months ago,
Murat BALCI,Local Guide,24,2,3 years ago,
Gaurav Dugar,Local Guide,6,5,2 years ago,
Ben Barker,,,5,2 years ago,
Solana Jimenez,,,1,3 years ago,
Susanne Toney,Local Guide,56,4,2 years ago,
Robert Barnes,Local Guide,57,5,3 years ago,
ryley cotton,,,5,2 years ago,
Niccolle Holder,Local Guide,2,5,11 months ago,
William Cook,Local Guide,6,5,2 years ago,
Takuto Kimura,Local Guide,30,4,2 years ago,
Kim Mears,Local Guide,42,4,2 years ago,
Owen Johnston,Local Guide,7,5,5 years ago,
Lee Jeff,Local Guide,8,5,2 years ago,
Nisan Nisanov,Local Guide,172,5,3 years ago,
Vivek Krishnakumar,Local Guide,12,5,3 years ago,
Ty Young,Local Guide,10,5,3 months ago,
Aravind A,,,3,3 years ago,
Chris Stephens,Local Guide,,3,3 years ago,
Jeannette Kummer,Local Guide,10,3,a year ago,
Carolyn Goldenberg,Local Guide,7,3,3 years ago,
Miral Patel,,,4,3 years ago,
Ashley Gilstrap,Local Guide,3,5,2 years ago,
Cameron Christian,Local Guide,87,5,2 years ago,
Christophe Chung,Local Guide,38,4,2 years ago,
David Jo,Local Guide,2,3,2 years ago,
Daimyan Felix,Local Guide,7,5,2 years ago,
Taryn Borsch,Local Guide,2,4,a year ago,
오경진,Local Guide,29,5,2 years ago,
זמי שרייבר,Local Guide,39,4,2 months ago,
Anamitra Saha,Local Guide,2,3,4 years ago,
Daniela Valdez,Local Guide,10,3,2 years ago,
M M,Local Guide,98,4,2 years ago,
J.Mark Angeles,Local Guide,13,4,a year ago,
Mo,Local Guide,10,5,2 years ago,
sandeep satapathy,Local Guide,23,5,2 years ago,
Alison Prager,Local Guide,51,4,2 years ago,
Ruben Jaramillo,,,5,6 months ago,
Sean Huckaby,Local Guide,14,5,4 years ago,
Brian Colombo,Local Guide,59,5,3 years ago,
Nitin Chugh,Local Guide,8,3,4 years ago,
Victorique,Local Guide,15,5,2 years ago,
Manu Rastogi,Local Guide,41,4,4 years ago,
Aaron Dragoo,Local Guide,2,4,2 years ago,
Wuffles,Local Guide,12,4,3 years ago,
Lauren B,Local Guide,60,4,a month ago,
Serhiy Ivanov,Local Guide,4,5,a year ago,
Cari Bortfeld,Local Guide,27,4,2 years ago,
R. Allan Hatch,Local Guide,9,5,a year ago,
Carl Essert,Local Guide,17,3,10 years ago,
Richard Lopez,Local Guide,494,5,a year ago,
Eleni Simon,Local Guide,39,5,3 years ago,
Juliana Kristola,Local Guide,3,5,4 years ago,
Claudia Mariá Barilá,Local Guide,7,5,3 years ago,
Cassandra Bahr,Local Guide,36,4,2 years ago,
Can't Say,Local Guide,3,3,2 years ago,
Owen Neochi,Local Guide,357,4,4 years ago,
David Hirons,Local Guide,4,5,4 years ago,
Kyle Petzinger,Local Guide,80,4,8 years ago,
Barry Mendez,Local Guide,7,4,2 years ago,
Scott Wall,Local Guide,50,5,3 years ago,
Jacqueline Murphy,,,5,5 years ago,
Rasul Mastan,Local Guide,5,4,a year ago,
M.C. Broker,Local Guide,7,1,11 months ago,
Jerry Correia,Local Guide,25,4,10 years ago,
